	Title	ViewCount
14387	Asking someone you met on a dating site to be friend, because you didn't like them enough to date	4325.0
2594	How to deal with a person getting sad during a date?	4307.0
1888	How to figure out why a stranger is being angry and irrationally insulting you?	4288.0
3774	How to communicate to someone that I want to keep a relationship casual?	4288.0
906	How to disassociate with an obnoxious, arrogant, selfish friend	4251.0
5350	How can I avoid signing the attendance sheet for someone who wants to sit out a class?	4202.0
1282	How to refer to someone by name in an online community?	4196.0
11734	How do I nicely tell a colleague to start listening	4195.0
8807	Greeting others as someone with clammy hands	4193.0
4448	Silent/Awkward meal with coworkers	4155.0
5737	How can we ask neighbours to be more quiet without escalating?	4151.0
5621	Confronting sibling over unappreciated effort	4145.0
4712	How to approach someone about stepping down from their position?	4133.0
13123	How do I help someone that has really low self esteem and gets crippled by failure?	4127.0
5029	As an intern, how do I make friends with full timers?	4121.0
5336	How to cut-off my sister-in-law from me and my fiancée?	4080.0
772	As a runner, should I move onto the road to avoid a collision?	4080.0
1434	How to react when a stranger suddenly shares intimate information with you?	4071.0
13346	How to convey (non-awkwardly) that its my birthday?	4063.0
694	How can I use a cell phone at work for work purposes without appearing to be slacking off?	4057.0
2657	Appropriate ways to dismiss street vendors?	4048.0
5658	How do I determine if a girl I am seeing is open to a relationship?	4037.0
1620	"What is the correct way of asking ""how someone is doing"" in case of an accident?"	4029.0
162	How can I politely reject someone asking for WhatsApp number?	4015.0
5537	How to tell people that I don't like answering my phone?	4001.0
2435	How to convince my girlfriend's parents not to forbid us to communicate?	3986.0
918	How can I calm myself down when giving a presentation?	3969.0
1928	How to tell someone that they are eating with their mouth open?	3955.0
8268	How to get to know someone who doesn't use social media frequently?	3950.0
1015	When in queue at the supermarket, how do I get my personal space?	3947.0
1067	How to deal with high tempered and angry people	3945.0
3548	How to have a talk with a coworker I'm scared of?	3911.0
7127	Tips on reassuring partner with bad experiences with previous partners	3851.0
144	How to accept an apology, without implying that there was no problem?	3851.0
3603	Ask for support with weight loss, without sounding tedious	3834.0
11278	"What is the ""Interpersonal Theory of Depression""?"	3831.0
1931	How to handle a manipulative person who owes me money	3828.0
7405	How can I deal with my cousin spreading the false perception that my current girlfriend is his ex-girlfriend?	3822.0
6344	How to show interest in getting to know others while still protecting yourself	3813.0
2430	Disclosing medical condition on relationship start	3796.0
4075	I'm very introverted and only have one friend, do I ask too much of him?	3792.0
6641	How do I communicate to my husband that I don't like oral sex?	3777.0
4483	"How to convey ""special needs"" in a positive way for a job interview?"	3769.0
2975	"How to politely tell someone ""No Smoking here""?"	3766.0
4477	How to make sure I understood a work assignment correctly?	3758.0
10461	How to hide panic attacks?	3746.0
1918	What should I do if I have a nosebleed in the middle of a meeting?	3742.0
6204	Why do men rise when a woman leaves the room?	3732.0
5713	How to deal with someone who won't leave me alone?	3731.0
12266	How to not be a part of self centered conversations?	3730.0
739	How to politely tell someone that I'm not interested to talk with them at the moment?	3721.0
6606	Friend gets mad and hangs up on me	3721.0
609	Is it rude to use a driveway to turn around in the road?	3714.0
4410	How to deal with anxiety/control issues in relationship	3705.0
8348	How do I tactfully approach both polyamorous partners to talk about their expectations about the future?	3684.0
776	How do I get a delusional friend to seek professional help?	3673.0
7137	How to politely ask someone not to spread personal information?	3659.0
4120	"How should I handle the ""loudest"" voice in a group project?"	3631.0
1826	Message being seen but not responded, what is the correct response?	3626.0
22	When should I use Mrs. or Ms. in emails?	3620.0
3684	How do I tactfully avoid interacting with a person I meet on the way to work every day, at a subway station?	3616.0
2524	"How to respond to ""I'm bothering you"" when I do think they're bothering me?"	3611.0
8518	How to convey who will be asked to join my wife and me in the delivery room without causing offense?	3603.0
9092	How do I tactfully ask a flight attendant what's going on if I know my plane has a problem?	3581.0
10317	How to be there for my Dad when facing bad news?	3566.0
11494	How to handle the person touching repeatedly after multiple warnings?	3537.0
9669	How can I help a close person that is toxic seek professional help?	3529.0
68	What to talk about with a person you meet through a mutual friend on the bus?	3522.0
2414	How do I phrase an introduction on a dating website?	3516.0
2154	How to deal with a possibly abusive stranger?	3514.0
924	How to tell a friend to stop being rude and an attention seeker?	3507.0
605	How should a person be told to apologise when he thinks he isn't wrong?	3491.0
9080	How to react to accidentally calling someone the wrong name	3484.0
10429	What’s the best way to decline sharing my WiFi network with neighbours?	3480.0
4593	How to deal with someone that pigeonholes others?	3476.0
4695	How to constructively engage a female friend with possible body image problems?	3474.0
2573	My friend doesn't react well to my sexuality	3462.0
788	"How can I respond to ""It's because I'm <historically oppressed quality>"" as a rebuttal to a request?"	3461.0
4020	How do I control my emotions when someone disagrees or is a layman	3453.0
957	Fidgeting in a polite way	3436.0
9505	How to helpfully react to a male coworker's sexual comment about a woman	3428.0
1668	How to deal with people whose English is not good enough to be understandable	3424.0
1299	"Is it bad that I called someone who (kind of) works above me, ""buddy""?"	3422.0
2511	Love Confession by Personally Handing Over Handwritten Letter	3400.0
2051	"Are ""pleasantries"" in emails still ... ""pleasant""?"	3395.0
158	How can I respond to a false statement when the other person doesn't give me a chance to talk?	3391.0
3007	How to stop constantly correcting everyone and everything?	3387.0
14572	How to communicate with a coworker who repeats meaningless context?	3384.0
6746	How to communicate I'm not interested in any relationship other than friendship?	3377.0
3201	Should you inform someone their partner is cheating on them?	3371.0
2548	How should I handle disagreeing with my sisters cash cow milking?	3363.0
13383	How can I talk to my friend about reciprocal sharing?	3352.0
5879	How to uninvite a friend from a regular gathering?	3346.0
3572	"How to respond to someone when they ask ""How come you're still single?"""	3342.0
5059	How can I convince my close friend that he should listen to his mother and take a chance with arranged marriage?	3309.0
555	How can I ask an autistic volunteer at camp to be more independent?	3298.0
7870	How to deal with unruly children that aren't yours?	3292.0
1148	How can I avoid the awkward side step shuffle?	3278.0
6004	How to respond to self-deprecating remarks	3278.0
5424	How to tell my girlfriend I do not want her to visit?	3276.0
10124	How to explain my friend that my gaming is not interfering with my life and I enjoy it?	3275.0
5739	What can I do to make taking someone's details less awkward for both of us?	3274.0
8876	How to prevent misunderstandings about food with hungry people?	3272.0
23	"What methods help to avoid ""that awkward silence""?"	3267.0
10530	How to ask a landlord to install air conditioning?	3262.0
8974	How can I tell my friend her boyfriend is (allegedly) a rapist?	3251.0
5317	How to ask my girlfriend to take anger management classes?	3249.0
3080	How to deal with an employer's backhanded compliments?	3229.0
12540	Asking a girl you love (without being rude) to be your girlfriend when you're married	3227.0
42	"What impact does ""mirroring"" have on other people?"	3222.0
10612	How can I be more convincing when it comes to my words?	3218.0
96	How can I politely tell someone that they should take a shower?	3204.0
775	What should I do in a situation where a friend is completely different depending on if we are alone or with other friends?	3196.0
13137	How can I decline to help my teacher with their personal IT problem?	3187.0
1565	How can I convey to people that they spell my name wrong?	3174.0
6712	Communicating during sex when my partner doesn't like direct questions?	3154.0
14015	How to remind someone to do a task that they have forgotten about?	3145.0
4813	How to tell someone that he should go on vacation without his possessive girlfriend	3144.0
5363	How to address rude behavior by unknown neighbor?	3136.0
4385	How to politely turn down my surprise birthday celebration at work?	3125.0
5435	How to get my father back and open his eyes over his girlfriend?	3116.0
11535	How do I prevent awkwardness between a former romantic interest and myself?	3116.0
7337	What do I do when I'm meeting a girl that likes me for the last time	3107.0
2168	How do I talk to someone through a translator?	3103.0
3665	How to introduce your nickname to new people?	3096.0
5299	How can I convince my housemate to be less wasteful?	3076.0
6135	How to tell my friend that I am dating someone they introduced me to?	3059.0
10409	Establishing expectations with my parents about visiting after I give birth	3039.0
520	How can I explain why I declined someone's Facebook friend request without offending them?	3032.0
937	How to ask a friend/roommate to do/to stop doing something? And how not to feel bad asking?	3026.0
2995	How can my cousin restore harmony between his Indian mother and American mother-in-law?	3002.0
3892	How can I ask my ex's parents how my ex is feeling after the break-up without making it too awkward?	2992.0
10896	How to tactfully encourage my girlfriend to support the value of men when with friends who make misandristic comments?	2991.0
11828	How to discuss bad communication with team leader?	2988.0
5014	I want to sit down on the bus but someone's bag is in the way, how can I ensure this isn't the case when I lower my posterior onto the seat?	2973.0
1158	How to handle people who don't get along on Stack Exchange?	2958.0
8511	How can I gracefully decline a ride from a friend?	2955.0
412	Is it rude to stay for only 30 minutes or an hour at my girlfriend's family barbecue?	2949.0
540	"How to respond to ""What's up?"""	2942.0
10054	How do I interact with people who don't understand that I don't want to share personal information	2937.0
8911	Best way to talk about my doubts with my girlfriend.	2927.0
1030	How do I tell certain customers they're not my number one priority?	2912.0
6133	How do I confront my mother after she deceived me into giving her a substantial amount of money?	2909.0
4372	Why do people flirt in customer service situations?	2900.0
886	How to follow up with someone who lost a loved one?	2889.0
8274	Asking an ex-girlfriend out to coffee, now that she's married and has a child	2886.0
3679	Dealing with people who feel the need to constantly talk	2885.0
2177	How to ask my housemate to take better care of his pets?	2863.0
3176	How can you politely convince someone that if their apology were sincere, they would have done more?	2861.0
9657	Get team member to participate in project	2858.0
9718	How can I explain to someone that they are not being bullied, that instead he is bullying?	2854.0
6727	How to ask out a German girl in the college?	2853.0
12188	How can I tell my closest online friend that I'm actually male?	2833.0
13058	How to deal with someone who belittles you in social situations	2822.0
6417	How do I deal with someone who makes more of my disabilities than I do?	2819.0
462	How can I politely ask if my invitation to an event was simply forgotten?	2815.0
544	How to politely deal with a friend who asks for a favor and brings up favors I asked previously?	2805.0
4956	How to support a friend with an 'insignificant' problem?	2788.0
3817	Does talking about mildly taboo topics with people normalize the subject for them?	2772.0
4034	Can I tell my girlfriend that I'm too lazy to meet up?	2756.0
1989	What to do if my family keeps trying to fix my relationship with a family member?	2754.0
3137	People say that my tongue is a slide	2752.0
1868	What to do when another person believes that you are ignorant?	2749.0
1010	Invited to a wedding, but didn't get an invitation, what should I do?	2731.0
1256	When playing darts, how can I separate real players from random drunks?	2729.0
2894	Is it rude to compliment Northern/Western European girls on their appearance?	2719.0
13077	How do I help my girlfriend defend herself against manipulative parents?	2710.0
848	Need opinion to choose either Dad's Side or My Mom's Side during the Worst time	2695.0
8111	How to establish boundaries with a neighbour who breaches basic privacy?	2692.0
2743	"How should I deal with a close relative that ""uses"" my possessions?"	2685.0
10987	How to deal with my ex who told me to never talk to him again but still texts me?	2679.0
5369	How to approach my father about selling my brand new (expensive) laptop because it does not work the way I thought it would	2673.0
13843	How to reply to someone who asks me what I am studying?	2672.0
11528	Right way to ask a colleague not to slam the door	2665.0
3578	Guy I met very briefly won't stop messaging me	2665.0
295	Is it polite to ask what book someone is reading on public transport? If so, how?	2657.0
1021	Can we use abbreviations in professional communication?	2648.0
8273	How do I tell my date that I am very disappointed at his behavior?	2645.0
5055	How to resume contact with a former manager who I haven't talked to for 3 years?	2645.0
3115	How could I ask a stranger to take a photo of me while traveling?	2637.0
13245	How to tell my wife about a (possibly romantic) relationship with another woman?	2630.0
9089	Is it unreasonable to feel uncomfortable when my Girlfriend frequently talks to her ex?	2626.0
334	How can I help a shy friend to be less shy?	2626.0
3154	How to ask someone if I can do a background check on them?	2613.0
9388	How to convince a family member to stop victimizing themselves?	2612.0
9977	how do I break up with my girlfriend who has 2 children and emotionally depends on me?	2608.0
13328	How to help my friend accept criticism?	2608.0
2509	How to ask a neighbor if I can replace our shared fence?	2601.0
4263	Which should I attend? My granddad's funeral or the first day of my internship	2595.0
9857	Reject a close friend interested in dating me?	2595.0
5570	How can I convince my roommate to switch from a wired connection to wifi?	2588.0
10544	How to ask a co-worker to sneeze into their elbow?	2588.0
8377	How can one stop dubious advances of a married former partner without hurting them a lot?	2581.0
11694	Keeping a potential music teacher a possibility for future learning?	2573.0
129	How to develop romance in a casual, interrupted relationship?	2566.0
1411	How to politely decline a friend request from a colleague who wants to add me on Facebook?	2565.0
1780	How can I ask for truly spicy food at a restaurant?	2564.0
4812	How best to comfort someone who is worried about an upcoming medical procedure?	2555.0
12159	Issue an apology over inappropriate email	2546.0
1585	How can I emphasise to my housemate that I'm really not interested in discussing my diet with him anymore?	2521.0
6665	How to ask parents to stop commenting about my weight?	2519.0
1440	How can I subtly tell coworker I don't want a surprise leaving party?	2518.0
2279	"Chronic illness at work; navigating genuine ""how are you?"" questions"	2508.0
10905	How can I tactfully on a conflict-avoidance way, inform memorably a group of feminists some of their arguments affect our community because misandry?	2503.0
430	I have a problem with family members sharing my personal drama on Facebook	2498.0
12251	How to interact with people who are indifferent to information security?	2498.0
169	How to deal with someone accidentally spitting in my food while dining out	2496.0
254	When should I offer my seat on public transport?	2495.0
13838	Approaching GF about my intellectual needs and her lack of providing it	2494.0
9265	How to convince a girlfriend I have not been unfaithful	2478.0
10332	Friend wants rare vinyl record collection back after 7 years	2477.0
9837	How to get roommates to speak same language	2475.0
1060	Is it rude to answer someone's question before they finish the question?	2462.0
1313	How to avoid giving my roommate a money loan?	2452.0
9248	My mom won't let me handle my money, what can I say?	2444.0
6104	How to explain that you're upset that your girlfriend prefers to stay with her family at Christmas?	2416.0
3888	How to let people know I won't be offended by explicit talk?	2398.0
5572	How do I tell my kids it's time to get off of the computer?	2388.0
8442	Trust issues with live-in girlfriend	2377.0
12628	How to get to know a service staff without interrupting her work?	2372.0
14757	How to explain to my girlfriend that I enjoy certain video games?	2365.0
6628	How do I encourage my family to talk more and watch tv less when I'm visiting?	2365.0
12215	How to manage people's reactions when someone is potentially dying of an overdose?	2360.0
7916	How can I ask my girlfriend to share the cost of our dates rather than having to always pay for them myself?	2357.0
1511	How to tell people they should feel free to drop by, without necessarily inviting them?	2356.0
3895	How do I learn to pick my battles a little better?	2340.0
12257	Asking a romantic interest about her relationship status	2331.0
468	What do you say to a woman who asks you to dance when you don’t want to?	2331.0
4044	Problem on a seniors only web site	2327.0
9933	How to tell a coworker to dress more appropriately for the office	2325.0
13800	I am very close to breaking up with my girlfriend for selfish reasons; how do I talk to her about our relationship?	2321.0
2556	How to get more co-operation from a teacher who discourages a student from asking questions to clear his confusion?	2317.0
5872	How do I reveal to my father that his father is not his biological father?	2311.0
61	Talking to the parents of an adult autistic student	2309.0
3345	How should I address scheduling phone or video calls with my long distance girlfriend?	2300.0
6458	Telling people that feeding bread to ducks is harmful	2298.0
1881	How to deal with a colleague who tries to undermine me?	2297.0
5442	How to talk to moms letting their kids play in the streets	2296.0
11565	How to convince father to accept decision without holding a grudge later on?	2295.0
1474	How to react when a complete stranger bursts out crying in front of you?	2292.0
6633	How can I get someone to stop paying for my meal?	2288.0
11493	How to mend relations with someone I realize I have been mean to for four years?	2287.0
6543	How to sooth relationship between roommate and my sister (who lives with us)?	2287.0
119	How can I explain my reduced social activity when depression is stigmatised?	2287.0
10065	How can I reach a compromise with my girlfriend on sleeping hours?	2282.0
4208	How do I politely let a professor know she has offended me?	2274.0
6518	Dealing with what I perceive as unreasonable demands from spouse	2272.0
2888	What is the proper way to ask someone if they smoke or not?	2272.0
5992	How to avoid a museum guard when you feel he might endanger you?	2268.0
11745	How can I have a conversation with my wife to be ensured of her faithfulness?	2265.0
8176	How to politely inform university accommodation housekeeping that their morning chats are waking me up?	2255.0
5184	How to effectively make others aware of my hearing impairment, which is non-obvious?	2254.0
2530	How do I make people stop seeing me as a child?	2247.0
5426	How do I address my friends unrealistic expectations regarding friendships and conduct?	2247.0
9254	How to check the veracity of a rumor about a relationship?	2239.0
59	Managing a bad temper in close relationships	2236.0
9351	How to tell my uncle I don’t want to see his turtles at his turtle farm?	2220.0
161	How to ask for personal space from a new friend without hurting their feelings?	2213.0
7963	How to communicate with neighbour with banging door without making her uncomfortable	2212.0
9360	How can I convince my significant other that $1000 per night is too much for a hotel?	2210.0
7395	Dealing with a friend who takes everything seriously	2196.0
10278	How do I tell a relative that I don't want them to spend their vacations in my house	2193.0
3098	How can I react in a constructive way when I've caused hurt or offence?	2186.0
894	How to efficiently and effectively decline help, being somewhat rude if necessary	2185.0
14705	Friendly Cuddling, in a non-romantic way	2181.0
7253	How to restore harmony between my family and my wife or is it necessary?	2180.0
5080	How to reply genuinely (but politely) to apologies for lateness?	2180.0
2945	How to help my friend so he doesn't rely on me financially as much?	2180.0
6332	How do I caution my brother about getting married two weeks after meeting someone?	2179.0
13298	Breaking up well	2172.0
3958	How to implicitly remind an absent minded friend to return his debt?	2166.0
9352	Winning too many games at game night - how can I keep it fun for everyone?	2161.0
7832	Is this a good way (with respect to time) to disclose an STD to a potential partner?	2158.0
7037	How to tell friend/roommate/landlord that I am looking for other places to live?	2151.0
8788	"How can I ""chill"" about my position on game rules without looking like I'm just ""taking my ball and going home""?"	2142.0
2549	How do I get my mother to use the bathroom?	2130.0
6878	Dealing with sexual comments from customers	2127.0
4098	How to get over nervousness and prepare for meeting significant other's parents?	2120.0
11422	Discussing misuse of my partner's pronouns with their best friend?	2120.0
4647	"Where to stand after night out with ""crush"""	2117.0
13418	I think my mother is seducing me. How can I ask her about it?	2117.0
3639	How to politely repel a flattering comment	2098.0
1369	When should I make eye contact with someone I intend to walk past?	2096.0
4083	How to deal with a casino night-out	2090.0
740	How to tell someone I only want to speak to them if they don't transmit my words to e.g. Google, Amazon, or Apple?	2090.0
7952	How can I apologize to a professional for being rude in an email?	2085.0
5070	How to refuse someone who would like to borrow our baby?	2080.0
11744	How to politely turn down roommate offer for awkward reason	2077.0
6449	How do I decline a friend wanting to become roommates with me and my significant other?	2076.0
237	How to handle someone who puts their head on my shoulder in sleep while travelling	2075.0
7845	How to tell a date I really enjoyed our dates so far and I would like to go on another, when I might have offended her?	2075.0
2439	How to stop colleague from talking so much when subtle hints are not working?	2074.0
2997	How can I ask my close friend to stop taking selfies that include me and to delete the ones he has?	2071.0
913	How to respond to a friend with little to no self confidence and often doesn't feel good about themselves	2059.0
4781	What to answer when thanked for calling	2053.0
13632	How do I insist my wife gets rid of her recently bought pet spider, given that I'm arachnophobic?	2053.0
13864	Friend's controlling girlfriend is always listening to his phone calls with me. How to stop this?	2052.0
4989	Relationship with a stalker: I want to get over it. How can I stop her if she stalk me again and how not to fall to her trap again?	2052.0
7735	How should I continue to have contact with this girl online?	2042.0
12199	Confronting girlfriend about sending me conversations with other guys	2032.0
8143	Sister in law influences wife	2031.0
634	How to communicate that you are not flirting with someone	2030.0
3433	How to handle a younger sibling being verbally bullied, with sometimes racist remarks, at school?	2030.0
7255	How to respond when someone that doesn't know my age invites me to something I can't do	2029.0
11396	A stranger keeps calling and is confused that my phone number is his friend's old phone number	2026.0
4758	How to approach the owner's handicapped son about him distracting our work?	2024.0
11690	"Boyfriend anger expression issues - ""If I can't have it, you can't either"""	2019.0
350	How can I call attention to a casual acquaintance's mispronunciation?	2019.0
4640	"How do I say that I'd be interested in dating, but only to ""Try it out"""	2014.0
6470	How do I rebut my Dad's political Facebook posts that are factually untrue and offensive, without destroying a fragile relationship?	2014.0
5830	How can I re-open contact with old friends without looking too awkward?	2013.0
3153	How to maintain friendships with women, while discouraging romantic feelings?	2010.0
1209	How do I explain to family members that I don't like to be greeted with a kiss?	2006.0
11275	"In a polyamorous relationship, how to go about telling ""I love you"" to new partner?"	2003.0
1798	How do I tell a taxi driver that I don't like to chat with him/her?	2000.0
2838	Should I demand to be treated equally to my siblings by my relatives?	1999.0
7590	How to react when my girlfriend allows others to insult me to her?	1998.0
5763	Is it appropriate for me to give relationship advice to my friend's girlfriend?	1998.0
3488	"Should I respond when someone says ""I don't want to argue""?"	1993.0
8421	How do I tell my parents I don't enjoy their company?	1989.0
5231	Do I need to force myself into social interactions	1987.0
558	Is it okay to talk about a blind person's guide dog to the blind person?	1984.0
3213	How can I tell a friend to bring something I actually enjoy eating if they will bring something anyway?	1983.0
3035	Who do you say Thanks, Thank You and Thank You Very Much to?	1974.0
10917	Unsure of how to handle upcoming high school reunion after being collectively ghosted	1971.0
6169	How to communicate to strangers that we don't want our children to believe in Santa Claus when they ask them?	1968.0
6440	How to deal with a good friend and a girlfriend that do not get on	1960.0
478	Appropriate response to someone mimicking my accent in a mocking way?	1958.0
12677	Helping a 26 years old friend who has never dated anyone	1958.0
4549	How to tell other people that my job is only a job to me?	1952.0
6866	How to find friends as a programmer (teenager)?	1952.0
20	How can one handle an encounter with a beggar/homeless person?	1950.0
12271	How do I cope with a girlfriend who got feelings for another person but is not in love with?	1948.0
9504	How to aproach the subject of intimacy with an ex?	1944.0
8484	How to communicate feelings and then stop communication with distant girlfriend?	1941.0
876	How to respond to an older colleague who uses sub-optimal phrasing when referring to other racial groups?	1939.0
2553	How do I decline conversation in my native language?	1930.0
12185	How can I help my partner learn to have deeper conversations?	1929.0
5963	How do I tell my mother that I am no longer interested in an activity?	1926.0
2209	How to handle someone's getting angry over things I have no obligation to?	1922.0
11	Should I ask about a colleague's obvious problem, even when I don't care much?	1922.0
14230	Handling awkward situations caused by morning erection around non-romantic partner	1922.0
5107	Is it ethical to be in a relationship with a partner you're neither romatically or sexually interested in?	1921.0
732	How do I become less self-centered?	1919.0
13114	How do I bring up one-sided sex to my sexually inexperienced girlfriend without pressuring her into anything?	1915.0
86	How to converse about a topic you don't like or know about?	1908.0
5	Joining an existing group of friends	1905.0
11541	How to tell my girlfriend, my friends and relatives that I might have alexithymia, without making it sound like an excuse?	1903.0
307	What to do when someone serves chicken after you told them you are vegetarian?	1900.0
4135	How to interact with a colleague if you understand only 5% of what he says?	1899.0
11719	How can I tell someone that possibly unwanted body skin is showing?	1894.0
371	How to help a friend that is suddenly socially withdrawn?	1893.0
8055	How to elicit a response from a colleague about his feelings for me without affecting work environment?	1892.0
4797	How to deal with silent treatment between family members?	1892.0
1781	How to react to teenagers trying to making fun of you?	1891.0
1208	How to handle dysfunctional behaviour in workplace	1889.0
6595	My dog and I offended a new neighbor. How do we make it right?	1888.0
2837	How to deal with wife's ex coming to our house over finances-related issues?	1888.0
10234	How do I tell my best friend that her brother sexually harassed me and that I don't want to hang out with her when he's around anymore?	1884.0
3109	How should I respond to verbal abuse when not directed at me?	1883.0
1180	How to share a flat with people who don't speak any language I know?	1883.0
1458	How can I make sure my friends keep secrets?	1879.0
1104	How to console grandmother who is sick because of age?	1875.0
13323	What to tell family who ask about a friend I had a falling out with?	1874.0
2613	How to make a girl bestie come back?	1874.0
12358	How to ask my SO if they are ok with me paying for their flight?	1869.0
6530	How to tell a close friend and partner in business that I'm seeing his ex-girlfriend?	1868.0
3147	If and how to point out wardrobe malfunction in someone of the opposite sex	1863.0
13372	How can I ask a stranger who I'd be living with if he believes in weird things?	1862.0
130	Politely ask friend to turn down car radio	1862.0
10748	How can I encourage discussion of sensitive topics with my girlfriend?	1859.0
439	"Saying ""No"" to someone who refuses to let up"	1859.0
681	How can I recover from a bad first impression on the internet?	1857.0
5987	How to handle someone doing an exercise dangerously wrong?	1855.0
1951	What to do when a group conversation is not interesting?	1850.0
561	When you feel like a conversation has gone on too long, how do you make it end?	1848.0
14216	How to handle students in a classroom who might have feelings for you?	1846.0
11993	How to be friends with a man, but not with his wife	1836.0
11504	How to handle a partner trying to control whom I follow on instagram?	1830.0
14932	We moved together unexpectedly and early. How do I approach my boyfriend about arising problems?	1827.0
647	How can I deal with someone obsessed with me on a website?	1823.0
2984	How to respond to rejected sympathy?	1814.0
13726	How to ask co-rider to share price for fuel?	1814.0
2816	How can I interact and have fun with two friends doing things I don't enjoy?	1811.0
3070	"How to politely deflect a ""What's the problem"" question when the straight answer shouldn't be given?"	1807.0
2284	How can I support a friend with healthy weight loss?	1805.0
6099	How do I tactfully get clarity about maybe-flirtatious behavior?	1802.0
306	Dealing with TMI (Too Much Information)	1797.0
195	How to discourage missionaries?	1796.0
14769	How to deal with aunt harassing my 15-year-old daughter for money?	1791.0
233	"How to politely say, ""I know, right?"""	1789.0
3468	Demonstrating my intentions (date/relationship) while dealing with cultural differences	1788.0
7378	How to stop my ex wife from pressuring relationship between our son and my new partner	1787.0
11462	How to tell a person who is interested in me that a relationship is not an option?	1778.0
1425	How can I get Americans to speak more slowly after I've already asked them once?	1774.0
13616	How do I persuade my wife to put lids on things in the kitchen?	1769.0
1032	How to start a conversation with a 'stranger' from school?	1767.0
4978	Friend smokes too much weed	1766.0
5799	How to approach incredibly rude persons on a train	1766.0
4336	How to avoid writing Yelp reviews	1766.0
13671	"How do I prevent a ""conspiracy theory fan"" father from putting me down?"	1760.0
5444	What to do if I find a woman already waiting for an elevator?	1756.0
1155	How should a young person correct an older person who got his name wrong?	1754.0
8284	How would one explain to a friend that even if they're accepted to a University, it's probably not a good idea to attend?	1750.0
9327	How can I communicate to friends and family that I don't want a specific type of birthday gift?	1744.0
10730	Gentle way of asking for feedback after the first casual date?	1742.0
13775	How to tell someone they broke my code and ask them to (help) fix it?	1742.0
1950	How can I let my boss know her methods for management aren't useful?	1737.0
12496	How to respond when people ask for treat (or party) but doesn't really want it?	1736.0
51	What to do when meeting an online friend in real life for the first time?	1734.0
4747	"How can I convey to an organization's member that they must ""officially"" use their legal name or their team will be penalized?"	1733.0
1	How to handle accidentally bumping into a drunk person while walking?	1732.0
6480	How Do You Stop Overthinking About A Romantic Interest?	1731.0
3287	How to tell my friend I don't want to talk religion every chance he gets?	1724.0
9376	Comforting a gender-fluid partner experiencing dysphoria	1720.0
12054	How do I tell my parents I won't be able to help them?	1718.0
2164	Should one apologize if they misunderstood/misinterpreted something in a fast paced discussion?	1717.0
9040	How to communicate support to someone who is emotionally disconnected?	1716.0
231	How can I convince my parents to let me sleep during the day time?	1716.0
1738	How can I talk to a friend about their seemingly judgmental comments or pushy (to me) behavior when I talk to them about family problems?	1708.0
7644	New friend put us in awkward position	1700.0
1652	How best to avoid politics at family gatherings?	1698.0
3312	Abused by my maternal uncle	1689.0
9358	How can I respond to well-meaning comments at the gym?	1689.0
6451	Mom accuses dad of cheating	1689.0
5486	How to minimize the chance of escalating an argument when requesting space to reflect?	1683.0
1416	How to start a conversation with an important person?	1680.0
13502	How to ask for dating advice?	1680.0
8060	How to deal with constantly negative roommate?	1677.0
7196	How do appreciate people's creations that take very little effort	1674.0
1413	How do I maintain eye contact with someone as a listener if it makes my body physically uncomfortable?	1669.0
12373	What to say to steer passive-aggressive narcissist parent(s) away from saying guilt-tripping statements to me or other people?	1658.0
11582	How to avoid participating in a team-building trip without causing bad feelings for coworkers?	1656.0
2729	How to have a better relationship with (soon to be) ex-wife	1655.0
10632	How to get my stuff back from my ex-girlfriend?	1654.0
11577	How to deal with situations where Asian girls don't like me (Asian male) but want to talk with White guy I'm with?	1649.0
9803	"How to tell a girl she can't ""raid"" with us due to previous bad performance?"	1645.0
6926	How can I discuss payment for therapy with my mother without discussing the specifics of my mental health?	1638.0
3027	Girl keep testing my commitment even when its been a year since we got together. How do I convince her?	1633.0
12228	How to end a work conversation on the phone?	1631.0
11183	How can I extend an olive branch, but also reinforce that another's behavior is not okay?	1630.0
1125	How to stop unwanted commercial phone calls?	1627.0
3363	How to get friends to take me seriously?	1627.0
10354	"What is the etiquette for responding to ""Don't worry about it"" with something you are sorry about"	1627.0
7664	How can I help my father understand our dog's needs?	1621.0
13930	How to explain to a friend I don't like them stopping talking to me due to a jealous friend/sexual partner?	1620.0
58	"When is it more suitable to say ""no problem"" versus ""you're welcome""?"	1619.0
10137	How to distance yourself from someone that is growing overly attached	1615.0
4837	How to ask someone to pay fees on time	1613.0
513	"How to effectively say ""no"" to being offered a dessert during a meal when everyone else is also having one?"	1612.0
6444	How to prevent a coworker from engaging inappropriate talk about personal finances?	1609.0
3528	How to keep a difficult phone conversation from escalating?	1609.0
9316	How to get out of being a free taxi for your Mam?	1608.0
1612	How to create a mindset which promotes fluid and spontaneous talk	1601.0
13783	Accidental queue jumpers refuse to believe their mistake	1599.0
11613	How to talk about limits/boundaries with regards to BDSM requests from my girlfriend?	1599.0
9342	Dealing with colleagues who think single women as being always available	1598.0
7908	How to ask future roommate to leave room?	1595.0
11045	How can I explain to my parents my decision to live in co-ed housing next year?	1594.0
11155	How can I have a relationship with my mother when I stand in moral opposition to what she believes?	1594.0
5438	How to handle a close but unhealthy friendship that cannot be ended?	1593.0
13074	My girlfriend wants me to parent her?	1592.0
