	Title	ViewCount
71895	Can there be a country that favors girl babies?	7340.0
109646	What would the proper shooting stance be for a recoil-free arm cannon?	7338.0
104320	Self-destructing messages	7325.0
24553	Santa exists. How do we react?	7325.0
337	How extensive could a habitable twilight zone be on a tidally locked planet?	7317.0
13933	What are some tactics for the ancient Greeks to defeat alien invaders?	7312.0
112035	Why would a country persecute people with autism?	7307.0
9428	Lifeform - resistant to gunfire but vulnerable to melee	7306.0
5014	Would people develop spoken language if everyone was telepathic?	7304.0
76343	Why would Fission be used in a world where Fusion reactors exist?	7300.0
25581	The world is ending, how to convince/force chosen ones to come quietly?	7298.0
99515	Planet wide seasons: Possible?	7292.0
67965	What could be the cause of a disease that makes someone or something fall towards the sky?	7292.0
19732	Why haven't we built city-grade domes to protect and control the environment?	7281.0
4542	How far can a time traveller go into the past before his electrical equipment becomes unchargeable?	7281.0
83710	How to stop a massive canal system from silting up?	7274.0
65606	How big could an alien-made object on the far side of the moon become so that discovery still can only happen by accident?	7274.0
11866	Wet and dry seasons - what are they and how do they form?	7264.0
50450	How might a government pass a law without the population knowing?	7263.0
61466	How does an ordinary person announce major discoveries?	7262.0
105509	How long will an ageless person live?	7260.0
28219	How low underground could you go?	7259.0
101425	Why would nature spirits be naked?	7249.0
55777	Could we still plunge modern civilization into another black death?	7245.0
93778	Are nuclear-propelled shotgun slugs viable?	7240.0
110784	Can there be a theocracy that also practices religious tolerance?	7234.0
92351	How would one design an undetectable nuke to hit the Moon with?	7230.0
5588	How much TNT do you need to blow up Mount Everest?	7225.0
91433	Does my Fast-as-Light travel method run afoul of causality or relativity?	7225.0
65215	How many people would have to be killed to make the streets 'run red with blood'?	7221.0
58137	Why are alien buildings/ships unusual looking?	7204.0
21143	How to justify having overly large irises?	7186.0
96425	Railgun-launched nuclear warhead	7185.0
65795	What would a Giant’s voice be like?	7180.0
9813	Zero Privacy: Culture	7175.0
105451	Justifying why a troll's skin would turn to stone in sunlight	7173.0
10148	How would cities be designed that were threatened by dragons?	7171.0
84689	Can two adjacent, life-sustaining planets orbit a star such that they are rarely near each other?	7165.0
33374	Why would shapeshifters choose to keep an original form?	7153.0
2456	If a space ship crashes on a planet, is it realistic that things from that space ship could be rescued afterwards?	7153.0
84929	What could cause sugary rain?	7151.0
53484	Why did dragons evolve to be smart?	7151.0
135	What effects would a change in the nature of human sexuality have on society and infrastructure	7148.0
3551	Is it plausible that humanity goes extinct due to not making enough children? If not, what would make it more plausible?	7147.0
3743	If the North and South Poles' ice melted instantly, what would be the effect on humans and other animals?	7146.0
66658	How effective would a stone cannon be?	7145.0
24080	What if we lived near a boundary of the universe?	7145.0
95324	Why does this one planet still have slaves?	7144.0
60524	How to remove snakes from a plain?	7140.0
93842	Is there any material today that could withstand the impact of a baseball at 0.05c?	7139.0
4225	How long would people live in the US if an immortality treatment was available?	7135.0
29758	Benefits of or reasons why a species would have only one eye?	7119.0
25652	How would people tell time if it was always day?	7111.0
85461	What could make a remote village also have reasonably high traffic?	7111.0
62533	How does a modern military defend against a guerrilla Army of wizards	7109.0
89188	How would you know your floating island was losing altitude?	7107.0
37345	Does Earth have enough fuel to become a solar empire?	7107.0
72300	What is a medieval technology method of underwater enemy detection?	7099.0
43735	Could a civilization without access to computers have cryptography?	7096.0
4751	Realistic Future Jobs for Men and Women	7093.0
14	"In space, do ""shipping lanes"" make sense?"	7093.0
19584	How much would it cost to recreate Doggerland as it existed before 16,000 BC?	7089.0
94063	What's the quickest way to tell if most of the people on Earth have disappeared?	7088.0
8702	How deep can underground tunnels be within the scope of science?	7085.0
21986	Killing off Indiana Jones	7084.0
107886	Would EMP From a Nuke Stall a car?	7072.0
93236	"How do you ""devolve"" a species?"	7069.0
43045	Why would alien vehicles be tripods?	7068.0
51642	How do dragons not burn themselves?	7067.0
30391	How do the zombies win when they're so weak?	7058.0
57144	What color dyes would be available to the average person in a medieval world?	7056.0
53605	Why do we keep smoking in distant future?	7047.0
25576	How many nanobots can I have in my blood?	7044.0
89273	Uranium block house heating	7042.0
50013	Can spacecraft defend against antimatter weapons? How?	7034.0
69037	Dyson sphere with mirrors	7034.0
65106	A believable (and not irritating) proto-language	7028.0
6825	Would it be possible to smelt and craft things from salt	7023.0
79313	What is the longest time Humanity could be sterilized for without causing extinction?	7021.0
73323	How to protect a tail while wearing armor?	7018.0
55723	How long could 2 people breathe only each-other's air?	7016.0
61824	How to prove that the solar system isn't inside of a localized physics bubble?	7015.0
66451	Prehistoric messages to the future	7014.0
110531	Arrow proof medieval glass	7014.0
113074	Is it possible to get permanently scarred by the sea?	7005.0
5266	How close can we get to heated blades?	7003.0
56649	A planet rotating twice per second; what mass is needed to hold it together, and how oblate would it be?	7002.0
99918	Ill effects of becoming a statue for 3 months?	6999.0
113471	Time Warp: Modern chemist as court alchemist	6996.0
105907	Using fire as currency?	6994.0
73446	How can one empty a cesspit with medieval technology?	6993.0
18109	Can I still form a new country?	6991.0
82142	Could a jellyfish be bio-engineered to convert salt water into fresh water?	6991.0
111614	What's the role in a medievial society for people who are magically bound not to lie?	6988.0
42508	Tactics to prepare for an alien invasion when nobody will believe you	6983.0
82338	What wearable material do I need to survive a pyroclastic flow?	6981.0
72851	Could a Super-Light Gas Improve Heavy Armor?	6976.0
50819	Could a Universal Translator be used to decipher encryption?	6972.0
68068	Would a civilization simplify their languages (eg:English) in order to let their citizens learn more easily?	6971.0
104631	Would a glass sword be plausible and useful?	6962.0
69289	How deep must a submarine dive to avoid megastorms?	6962.0
20103	What were the machines really doing with humans in the Matrix?	6961.0
100415	5km artificial planet, with same gravity as on Earth	6959.0
103798	Why would surrounding countries not claim accessible, habitable, and unclaimed land?	6959.0
65177	What could be a valid reason for an entire section of a continent to remain unexplored and undiscovered, by the rest of the world in medieval times?	6958.0
35326	"Is there a way to ""poison"" oil fields permanently without releasing CO2 from them?"	6956.0
94189	What are the safety margins for destroying a planet from space?	6956.0
55569	Why leave magical runes exposed?	6948.0
9054	How can I explain that a time travelling apparatus moves itself through time but appears in the same location?	6941.0
58514	Fallout from aliens destabilizing economy by counterfeiting all global currencies?	6938.0
77921	Why would astronauts go to space to mine asteroids?	6937.0
66253	Stopping a cavalry charge by destroying the ground in front of it?	6926.0
70331	19th Century army standing against a Modern Army	6924.0
103423	Aftermath of a Midas-weapon war - what to do with all that gold?	6922.0
57063	Is it plausible that a country developed steam engines before gunpowder?	6921.0
40164	Surviving an Overwhelming Siege	6913.0
52292	Disease that requires regular medicine	6909.0
32720	A radar-invisible stealth car?	6907.0
16365	Automatic nuclear dead man's switch: How should such a device evaluate if a nation is wiped out?	6906.0
32865	How, if at all, can space battleships mitigate gun recoil?	6904.0
112102	Why would a member of the lower class approve of his oppressors?	6902.0
77791	Is it possible to create a code to fool a computer?	6899.0
59962	What is a city like after a hundred years or so of neglect?	6898.0
42071	Reality Check: Batman	6894.0
109584	How to limit magic mirrors so they're not overly powerful?	6889.0
105686	Taxing the superhero industry	6881.0
77281	With some exceptions, what makes the most powerful mage on the planet, not kill a merchant and steal his goods?	6879.0
63446	Would an endothermic star be possible?	6874.0
72808	Can lava still be red hot liquid underwater?	6865.0
50330	Could the Industrial Revolution be delayed indefinitely? Or is it inevitable once a certain point in development is reached?	6862.0
108389	Why would the tribes choose herding instead of agriculture in the Great Plains?	6852.0
65083	A weapon(preferably hard scifi) that will limit velocity of space ships in a wide region temporarily	6849.0
102867	Would children born in winter be weaker than the ones born in other seasons?	6840.0
95485	How to make an Earth with 27 suns work	6831.0
34807	Why would an underwater creature remain lodged to its prey?	6831.0
46912	What is the most befitting place to drop 'H'itler bomb to score decisive victory in 1945?	6824.0
42174	Economic reasons to put people on Mars?	6822.0
55273	Does knowing a technology exists make it develop faster?	6819.0
16694	What is the biggest sword a human could effectively wield?	6815.0
78057	Prosecuting crime when the means used to commit it are far beyond current understanding	6814.0
71207	Would an object float in mid air at the center of mass of a planet	6814.0
87119	If rain magically started falling over the Sahara, what would happen?	6812.0
90966	How to sustain/create a 4 foot tall city?	6807.0
6680	How would multi-race humanoid evolution happen?	6800.0
14671	Can Crystals be used to store data?	6798.0
77516	What body armor protects against a laser?	6797.0
86487	All of the freshwater on Earth has suddenly vanished - would humanity survive?	6790.0
1088	Can a river be put under enough pressure to jet straight up for a mile?	6788.0
87243	Is it plausible for monarch to retain some real powers in democracy?	6780.0
9921	How can a pirate board a spaceship without teleportation?	6775.0
83782	How do I manage memetic infection while time traveling?	6774.0
100404	Weaponry made from extreme light-weight steel: swords and daggers	6771.0
45310	Any motivation for racism still existing in a transhumanist future?	6771.0
63650	How would an army defend itself against mass robo-snake attacks?	6766.0
17911	Could you claim a space station as a country?	6764.0
26248	Realism of a multi-arrow bow	6762.0
68643	Would humankind remain the dominant species in a world with twice as big animals?	6761.0
88963	Would it be possible to accidentally nuke ourselves?	6760.0
40808	Garlic and Silver — What's the Big Deal?	6759.0
82697	Fantasy alarm clocks	6739.0
33561	Would a sentient species be able to thrive when mating means the death of the male partner?	6738.0
80598	In a culture that writes in circles, what would the medium for writing look like?	6727.0
76220	"Can you ""glitch"" physics?"	6725.0
830	Is it possible to advertise on the moon?	6724.0
105262	Law enforcement in FTL civilization	6721.0
66736	Solid material made from human blood	6712.0
33135	Why would an alien race have developed space travel and yet not have other technology?	6707.0
42581	Can a human being live with a continuous stream of blood instead of pulses?	6705.0
89904	What makes a dragon's scale so tough?	6704.0
51437	Trade Unions VS Guilds: semantics or is there a 'real' difference?	6699.0
75160	Possible cause of a world without flying animals	6695.0
44709	Can singularity be achieved in a PC without any external information?	6694.0
37446	Would steel armor with gems embedded within its design be weaker than regular steel armor?	6694.0
91845	What effects would propellant that expands at near light speed have on firearm technology?	6689.0
22615	Playing music during battle?	6679.0
33077	How can I make my deteriorating world's society accept that only 1% (fairly chosen by the government) can have better living conditions?	6679.0
59990	"Quantum Based AI getting around Isaac Asimov's ""Three Laws of Robotics"""	6677.0
20421	"How to defend against the ""convince-me"" ray gun?"	6674.0
104191	How would a child with a thousand years of experience behave?	6674.0
26967	How could a law exist that allows victims to be arrested for the crime against them?	6674.0
16980	What would change if our Earth lacked mountains? (Geology)	6674.0
52177	Need a way for Earth not to detect an extrasolar civilization that has radio	6668.0
1114	What's the point of clothes?	6666.0
112161	How would aliens test humans for empathy?	6663.0
107878	How do my spacefarers not get crushed accelerating to 0.2c?	6658.0
8167	Asymmetrical animals	6653.0
40444	Is it a forgone conclusion that any exo-bacteria discovered on an alien, albeit Earth-like planet will be deadly to human life?	6648.0
92250	How close were inns in medieval Europe?	6646.0
4122	Could laser (or other energy-bolt-shooting) guns ever practically replace regular guns with bullets?	6645.0
106294	What would a medieval war against an aquatic race look like?	6641.0
9950	What is the minimum planetary mass to hold an atmosphere over geologic time scales?	6640.0
105912	How can I legally reduce religion in my world?	6638.0
41662	How to battle enemies who have superhuman speed	6637.0
97858	In a post-fossil fuel economy, what could natural gas pipelines be used for?	6633.0
1405	Why aren't animals photosynthetic?	6630.0
84121	Why didn't we detect that exoplanet before?	6629.0
75275	What's wrong with moving cables for a Space Elevator?	6628.0
60474	Warrior caste in an utopian society: what would keep them peaceful for centuries?	6628.0
36845	How to keep mages from taking over the world?	6617.0
105114	A catastrophe that wipes out the current civilization but does not make humanity go extinct	6614.0
81992	"Where do mining ""dwarves"" put all the stone?"	6614.0
25876	"Given an ""indestructible"" material used for armor - what are ways to explain that material not being used as a weapon as well?"	6611.0
26588	Society rules for marriages and love on multigeneration ship	6606.0
27117	Anatomically Correct Medusa	6598.0
38912	Metal Armour vs lightning strikes?	6589.0
109172	How could you create a 95% effective global emergency broadcasting system?	6588.0
105853	In modern day combat, what would warrant singing during battle?	6584.0
47960	Plausibility of the Japanese Nekomimi	6580.0
6157	Why would people in 500+ years' time be using waterways for transport?	6580.0
23680	Is Honesty always the best policy? What could go wrong if a society valued honesty over every other virtue?	6577.0
109134	Jobs in an AI controlled world	6576.0
90264	Psychedelic Death Birds	6574.0
39956	How would people behave if society could vote to send people to a rubbish planet?	6572.0
87843	What would human survivors eat in a post apocalyptic Nuclear winter?	6567.0
44573	How to convey the scale of my humanoid without science or units?	6566.0
11579	Are diamond berries possible?	6566.0
2578	What would need to happen to history to make a 21st century steampunk world?	6548.0
112385	How do dwarves defend their City-under-the-Mountain from a dragon?	6547.0
41101	How would humans adapt if low-wage labor was done by robots?	6546.0
45211	Is there a precedent for inventing a new technology many years before anyone else?	6539.0
71445	Can estrogen be used to lower the criminal rate of a civilization?	6536.0
102407	How would skeptics know that a single-engine plane could not destroy a falling meteor?	6532.0
112078	How can a group of immortals hide in a modern society with extensive record-keeping?	6530.0
55591	Can time travel make us rich through trading, and is this a problem?	6526.0
46857	What would people with black eyes see?	6526.0
85686	How to safely knock someone out	6514.0
44457	Could you populate a hospitable planet with only a vial of DNA?	6507.0
80419	How can a human cause the Yellowstone to erupt?	6504.0
11233	What if the seas had fresh water in them?	6491.0
49890	Dealing With Dragonslayers	6491.0
30712	How well would chains do as a weapon?	6489.0
92827	Could a cave-in or avalanche in low gravity be dangerous?	6476.0
87752	How do I justify a civil war being as brutal as possible?	6474.0
80743	Is it possible for a substance to be thermally inert?	6472.0
80921	Hiding a subterranean alien megastructure	6455.0
38313	How to ignite the atmosphere?	6453.0
83541	Why would two humanoid species be physically unable to touch each other?	6442.0
44648	Reasons to not allow an uploaded brain to be conscious?	6437.0
42292	A monochrome planet	6437.0
106439	If antimatter were common starship fuel, what could prevent it from being commonly weaponized?	6428.0
8967	Hard Sci-fi energy shields	6428.0
45966	How does the Booze-Rat fuel its defensive mechanism?	6423.0
109450	Plausible reason for Earth not be able to get updates about terraforming on Mars?	6421.0
98269	How to trigger explosive arrows?	6418.0
17857	What is the best apex predator to thin the zombie herds?	6410.0
49567	The cost of switching to electric cars?	6407.0
92079	The world has converted to eating cheap vat-grown meat, what do we do with our current livestock?	6406.0
48181	How to explain the existence of just one religion?	6406.0
59383	Suitable real world critters for a causing mayhem (disabling comm and defense systems) via catapult?	6405.0
8274	How would I limit the amount of magical bling a person could wear?	6404.0
110618	How to prevent regenerators from becoming slaves?	6395.0
5925	A more powerful bow	6392.0
27003	How would the software industry react if Stack Overflow was no longer available for use?	6389.0
31560	Can every animal eat most other animals?	6388.0
75352	How can a firebender become an effective, but stealthy, assassin?	6386.0
14056	Can a planet survive a supernova?	6383.0
61977	Could a human survive 5Gs for about two days using existing or near future technology?	6376.0
43559	Keeping supplies for 1000 years	6375.0
59798	Crucial and unlikely discoveries in history	6372.0
4465	A small group recreating modern technology	6371.0
70573	Realistic 'hacks' that programmer may exploit in a brand new FTL comm system that was not securely written?	6364.0
50143	What could cause humanity to migrate from land to water?	6361.0
2758	Why would a magic world be stuck in medieval times?	6360.0
87920	How many slaves do I need to keep my mountain palace supplied?	6359.0
15118	Should AI have faith too?	6355.0
64676	Could medieval atheist king end religious dominance?	6350.0
1935	What could cause an avian species to become intelligent?	6348.0
76864	Why would orcs have tusks?	6342.0
13465	Could red lights be eliminated if all vehicles were automated?	6338.0
58853	What is a fast-acting poison that could be applied to an arrow or dagger?	6338.0
83256	Psychological effects of non head-based killing techniques	6335.0
25806	"""Life post-Singularity"", or ""How to survive without Instagram"""	6335.0
30779	What social and environmental factors would create a culture where wives had more than one husband	6329.0
81053	Could a sedentary organism develop intelligence, or even sentience?	6327.0
106346	How old do surviving children need to be to keep human civilization from failing?	6316.0
47360	How would they learn astronomy, those who don't see the stars?	6313.0
93026	What is the viability of trains on planets covered in water?	6313.0
70187	Could an accidental fire in a modern city without another disaster at the same time burn down the entire city?	6310.0
103427	Could Cobalt bind to nitrogen the same way iron would to oxygen in an alien respiratory system?	6308.0
51907	How to tell if intelligent life has evolved in a Game of Life simulation?	6308.0
38170	Strategy to make extraterrestrials fear us	6305.0
100179	What material would ant-sized humans use to make armour?	6303.0
110664	How could a goverment sell prisoners as slaves (without giving advantage to richs)?	6295.0
4248	How would the sudden destruction of Earth affect other planets within the Solar System?	6294.0
36511	What would block a planet from seeing the stars?	6293.0
67872	Why would people not settle an open plain?	6293.0
28660	Would 'cheap' FTL make powerful telescopes obsolete?	6291.0
1276	Is it more likely that merfolk would evolve with horizontal or vertical tails?	6288.0
37718	10 Commandments to prevent technological development	6285.0
41064	How long after death is blood fit for consumption?	6280.0
67753	Is a very tall mountain in the middle of a desert hot and dry?	6278.0
65529	How to keep apartheid alive?	6267.0
74720	Why might a valued mineral be only found on one planet?	6264.0
96855	How to differentiate between demonic possession and mental illness?	6263.0
86280	Could you strap shotguns to the back of a centaur to be fired during a charge?	6260.0
74123	Would a frictionless fluid make a good lubricant for physical machinery?	6257.0
50860	"How would a ""reversed planet"" be able to exist?"	6256.0
87330	Shouldn't orcs be among the best archers?	6255.0
34992	How could a species survive on just luring in and eating humans?	6255.0
95694	What could make a planet more radioactive at night?	6251.0
79601	Reasons for my dark ages world to have no horses at all	6249.0
67412	A realistic option for enclosing a geographic area	6247.0
95532	If the Black Sea was disconnected from the Mediterranean, how long would it take to become freshwater?	6246.0
19960	Protect a planet against a black hole attack	6243.0
1414	Terraforming a gas giant into an habitable planet	6242.0
33014	How to effectively slow down a ship about to shoot through the Solar System at 0.6c?	6238.0
83794	The body build for a good spaceship technician	6235.0
35550	Why do people create fictional languages?	6234.0
71381	Can a galactic center be my sun?	6222.0
53950	How can I keep the computers on my spaceship from temperature related death after a hull breach?	6220.0
92358	If a patch of desert were magically displaced to the middle of a forest, what would happen to the whole forest after certain periods of time?	6217.0
143	How (un)likely is a split of one major river into two others?	6217.0
16008	How do you find a mate when everyone looks amazing?	6211.0
74702	How to poison a creature that measures more than a dozen meters?	6202.0
18017	Is it practical to build dirt scrapers instead of skyscrapers?	6199.0
6854	Improving human reaction time	6189.0
61289	How can I have a habitable world on which life can not develop?	6182.0
90594	Ideas for practical post-apocalyptic currency 100 years from now	6178.0
109454	Is this map realistic/believeable?	6177.0
60256	Can I train monkeys to fight with knives effectively?	6174.0
108121	How to police a state with high amount of gun ownership where the police are not routinely armed?	6174.0
3536	Would charging unicorns survive the impact with a line of infantry?	6172.0
86276	Under what conditions would humanoids evolve eyes in the backs of their heads?	6171.0
59958	What conditions would prevent the possibility of human-made satellites orbiting a habitable planet?	6170.0
26857	How to contain a shapeshifter	6165.0
82872	What would drive people to risk death in the deep?	6164.0
106917	What do you make bricks out of in the rainforest?	6162.0
6907	How do I encourage fully armored knights to carry a shield	6162.0
69096	Creating a living currency	6160.0
82196	In a world without any beasts of burden, what alternatives for transport are there?	6157.0
70148	How far can a civilization technologically grow beyond others?	6157.0
98806	Why might plasma weapons have different colors, even when made by the same manufacturer?	6152.0
90494	Handling a sword blade (directly) to stab	6149.0
67161	Create a disease that can easily be cured by adopting a custom from another culture	6145.0
42074	How do I wage war against a collective consciousness?	6143.0
42578	Why might dwarves be black skinned in a medieval fantasy world?	6141.0
7145	Circular space station - what's the rotational speed to achieve earth-like gravity?	6130.0
53453	How many people would survive the nuclear winter after a full-scale nuclear war, and where?	6130.0
91066	How long lasts a second of eternity?	6129.0
73390	"How to ""burn"" through wood in a vacuum?"	6129.0
15215	What society might survive the 3 generation rule	6127.0
102745	What is a good excuse for why an early 1900's-like fantasy world has not yet invented rifles / guns of any sort?	6126.0
52113	What kind of supernatural powers don't break the masquerade?	6124.0
91398	How would a creature see with two pupils in each eye?	6122.0
111513	How can sharks be domesticated to become man's best friend?	6121.0
99087	Could an object from space crash into Earth and set off a majority of the nuclear bombs created?	6119.0
54747	Effects of bullets firing while in a handgun's magazine	6118.0
3715	How would a Martian colony be able to celebrate Christmas?	6115.0
52663	How can I prevent Kessler Syndrome among space stations?	6114.0
13847	The new rioters weapon of choice	6114.0
113663	Would one atom of antimatter be lethal if annihilated inside the brain?	6101.0
65017	How can I make medieval folks addicted to food?	6100.0
30833	How will our world change if all women suddenly die?	6093.0
72280	What could cause a post-apocalyptic, rapid desertification of vast areas of the world, similar to the land in Mad Max: Fury Road?	6080.0
31616	Is a galaxy-wide language possible?	6075.0
67817	What gets lost in translation?	6074.0
50527	Living on an Isolated Peninsula - Making it Impossible to Leave	6074.0
70479	Keeping unelectable opposition on life-support?	6071.0
62211	How can asymmetrically powerful states be balanced? (AKA why don't legendary heroes rule the world)	6070.0
92321	How would a lunar colony defend itself against aggression from Earth?	6070.0
106819	Is it dangerous for a ship's crew to get stranded in a nebula?	6066.0
5992	How can I brighten the night sky (just a bit)?	6064.0
112984	How long would it take to nuke an alien spaceship in orbit?	6062.0
5216	What could cause Earth to slowly fall out of orbit?	6058.0
80696	What Could Cause Humans To Fracture Into Many Multiple Species?	6056.0
4949	Habitable moon of a gas giant: working out the sizes and distances	6055.0
93756	How would a society of chaotic evil individuals work?	6054.0
28319	What would people on multi-generational ships wear?	6053.0
15441	What could be a probable reason for an alien race to want to non-violently annex Earth?	6044.0
12630	What are the most important raw resources for a human colony?	6041.0
44025	What is the quickest way to bring down the most powerful nation with €1,000,000,000,000?	6040.0
9774	Could a modern times time traveler produce an antibiotic in medieval times?	6034.0
6138	What would a sentient, intelligent, but very small bird use as a ranged weapon against human or larger armored targets?	6032.0
31212	Preventing post-apocalyptic society from becoming misogynistic	6031.0
53067	What would limit the size of a sail-powered sea cargo ship using modern (or near future) technologies, and how big could we go?	6030.0
95012	What measures might an early-medieval society take to deal with draugr?	6029.0
86212	What is the smallest geological change possible to make human evolution untraceable?	6024.0
56062	What would the signs of the Sun undergoing a supernova be?	6021.0
36483	Which goods make sense to transport over interstellar distances?	6014.0
69527	What Natural Forces could Make Intelligence/Technology a Disadvantage or at Least Inferior to Something Else?	6010.0
87348	Minimizing the Side Effects of Breathable Outer-Space	6008.0
7184	How would society react if they found indisputable proof that the universe is a virtual reality?	6006.0
47743	With modern technology, is it possible to permanently stay in sunlight, without going into space?	6005.0
15430	How would a magician trick scientists into believing he is using science?	6001.0
8104	How to effectively and realistically blockade a star system?	6000.0
38650	Would humans be able to derive nutrition from foodstuffs found on alien planets?	5996.0
30912	How often must carnivorous grassland eat?	5993.0
72997	Would pyrokinesis be an effective defense?	5992.0
55433	Ultimate Australian Canal	5986.0
21698	Why do only clothes stay in an animal transformation?	5983.0
106172	Why would god conduct multiple raptures if he depends on human beings for worship?	5982.0
71595	How to increase the efficiency of lungs	5981.0
10887	Just how unrealistic is a hovering city?	5977.0
381	Are dragons cold or warm blooded?	5976.0
55991	Could a world nation use organized, bounded war as a way to keep the soldiers trained?	5975.0
111063	How can the SCP foundation retain its secrecy in a technologically changing world?	5974.0
21795	Anatomically Correct Phoenix	5970.0
51465	Why would a city not use names?	5968.0
33677	Is there a more effective way to build a language than a word frequency list?	5966.0
43106	Is a small indoor city realistic?	5964.0
79816	How realistic is a dirty bomb for area-denial?	5959.0
11	How quickly and accurately should news travel in a rural medieval setting?	5959.0
92408	A Strand of Hair One Inch Wide	5955.0
28878	What happens to an empty, modern city?	5954.0
16241	How inhuman can a human be?	5953.0
85863	How could mankind of ancient times cause significant climate change?	5952.0
5229	How to make a realistic 'giant'	5951.0
16816	Just How Powerful Could a Mechanical Computer Be?	5947.0
31995	Implications of a Lightsaber on the Middle Ages	5936.0
91738	What skin colour would living permanently on the moon select for?	5935.0
90799	Would tanks or small walkers be better for Lunar militaries?	5932.0
3029	What would the real Miss Universe pageant be like?	5928.0
69225	Could burning debris keep burning in space?	5926.0
20221	Moons of Moons of Moons	5924.0
19846	No newborns on Earth. How much time to find a cure?	5924.0
76627	How to protect culturally bald people from sunburn?	5923.0
55997	Reasons to colonize planets of another solar system?	5919.0
93066	What methods of transportation could be used to get ground vehicles onto an island surrounded by sharp rocks in shallow water?	5918.0
101409	How to explain why humans weren’t encountered by alien species?	5915.0
75997	Could hunter-gatherers develop complex civilization?	5914.0
77037	Effective way to identify people in medieval fantasy setting	5909.0
46877	What would we need to stop a hurricane?	5903.0
81172	Can a rational creature have a series of small brains instead of a large one?	5902.0
104640	How can I explain why my mechs don't sink into the ground?	5900.0
20121	How big can a moon be where you can physically jump out of its orbit, to its planet?	5900.0
99825	Would it be possible to make a water mill without metal?	5899.0
12326	Is it reasonable to have a town that is only accessible by sea?	5899.0
79507	Where Would a Mermaid's Blowhole Go?	5897.0
77299	What kind of food would be common in a culture that tries to avoid fire as much as possible?	5895.0
43609	How to enslave a species that can transport themselves anywhere on the planet instantaneously?	5886.0
26224	"Do we fall into an ""artificial intelligence"" trope or is it reality?"	5876.0
67358	Why don't future civilizations develop their A.I. to integrate with biology so they can make a sustainable world?	5876.0
107100	Is it possible to rule a galaxy without mastering teleportation?	5875.0
34504	How could a human civilization have happened to live underground, in Antarctica?	5868.0
63246	World with a different sun every day, and random days with no sun	5863.0
57403	Cartoon vs Real Life Bores?---(Pointy vs Flat kind)	5861.0
21337	Fireproof Plants	5858.0
31980	How to wrap the Moon in plastic to make her a giant, supported by the atmospheric pressure, greenhouse	5855.0
87282	Could aliens with a WW2 technology level steal and use technology from current day humanity?	5853.0
109526	Oil-eating animal; possible?	5852.0
90250	Would animals really mutate in the post-apocalypse?	5849.0
1863	What would happen to the universe if gravity became slightly stronger?	5848.0
72788	Handling magical rune script copyright	5845.0
468	How do creatures with a hive mind communicate?	5844.0
60563	Suitable weapon for necromancers?	5843.0
85144	Two countries have a five thousand mile desert between them. How can a city survive there?	5842.0
101441	How tall can a humanoid creature be without alerting the rest of the planet with earthquakes?	5840.0
7694	What could kill all vegetation in an area and then stop it from growing back?	5831.0
29929	Is there a working law of gravity in 2D?	5831.0
74497	Would a galaxy-wide civilization have any reason to build a solar probe?	5828.0
7	Must magic be tied to medieval tech?	5827.0
20647	What would a battle between supercomputers be like with the battleground being the internet?	5827.0
13892	A planet with changing gravity?	5823.0
8284	"How can a space ""radar"" work?"	5817.0
4967	How do centaurs get enough calories to live?	5816.0
7278	How could a sentient plant evolve and what conditions would be required for this evolution?	5814.0
82364	In a post-apocalyptic future planet where robots are the only sentient life... why would they use wild-west and WW2-era tech?	5814.0
98454	Medieval method of measuring temperature	5813.0
71766	How would humans deal with living in an environment with dinosaurs?	5798.0
108188	Anatomically correct sharknado shark	5798.0
30446	How would lighthouses work in space?	5792.0
66835	Could the entire world have been destroyed by the existing nuclear arsenal in 1962?	5791.0
51620	How could a smaller country successfully take control of a much larger country?	5789.0
109320	How much smarter would bred humans become?	5782.0
1252	What are the power options for intelligent humanoid robots?	5778.0
72724	"Is possible to make an ""almost-perfectly"" sealed ship?"	5769.0
39972	How plausible is an Alcubierre drive, really?	5761.0
69235	How to create a seawall with medieval technology?	5760.0
69476	How long does an era last? What are the key factors in moving on?	5754.0
44101	Can I have Gunpowder without having guns?	5751.0
100575	How advanced can a civilization get without zero?	5749.0
19425	Anatomically Correct Gods	5748.0
2986	Why would a country collapse if the capital was taken?	5743.0
22027	How do I safely sell off gold coins of unknown provenance?	5741.0
67622	Would the capability for Japan to drop a nuclear bomb on the USA have deterred the USA from dropping a nuclear bomb on Japan?	5738.0
22310	Realistic economic impact of a Hero	5738.0
48812	What could an aquatic civilization use to write on/with?	5738.0
109984	What would shake a galaxy and what would shake the universe?	5736.0
112850	Anatomically correct metalhead, part 1 - headbanging	5736.0
103550	What are some ways stop magicians from using magic without resorting to the old 'special anti-magic metal' cliche?	5732.0
32959	How can I explain why my race has genders but can't reproduce?	5731.0
2435	How would law enforcement be different if we could talk to the dead?	5729.0
111066	How can I have a permanent post-apocalyptic world?	5728.0
914	Could a civilization achieve spaceflight without inventing advanced weaponry along the way?	5711.0
91084	Effects of immortality on human brain and consciousness	5711.0
26202	In the case of direct democracy, what would happen to society	5710.0
41027	How much havoc can a small amount of people cause in a metropolis?	5708.0
39558	Designing fictional non-competitive games	5707.0
76750	For a head of a palace guard (staying mainly inside the palace), is an estoc a realistic weapon of choice? Or, what might be more realistic?	5706.0
42715	How to carry a spear?	5705.0
