	Title	ViewCount
2175	On weight loss diet while lifting	1118.0
2176	Why am I not seeing any change in body composition or weight?	1118.0
2177	Power while swimming?	1117.0
2178	Dry land Training to Supplement Butterfly in Swimming	1117.0
2179	Cardio Alternatives to Running	1117.0
2180	Increased body heat after workout when in bed	1117.0
2181	Is Strava overestimating my calories burned from walking?	1115.0
2182	"Optimal strategy for ""4min pushup test"""	1114.0
2183	Same style in swimming or alternate it?	1114.0
2184	How to lose waist fat?	1114.0
2185	Can light activity on recovery days accelerate progress?	1114.0
2186	Why do I feel my arms burn after doing a lot of push ups?	1113.0
2187	Should I get rid of my office chair ?	1109.0
2188	How can I train legs when I have hip dysplasia?	1107.0
2189	1000 push-ups a day to lose body fat?	1107.0
2190	Why does the skin tingle after consuming beta alanine?	1106.0
2191	What is the difference between a crane pose and a frog tuck?	1105.0
2192	How reliable are compact squat racks and foldable benches	1105.0
2193	My leg pinches in to my hip when squatting	1104.0
2194	What exercise is this (rotating upper body holding a 20kg plate)?	1101.0
2195	Prevent Injuries At Home Gym on Carpet	1100.0
2196	combining Greasing the Groove with regular strength workout	1097.0
2197	Why are my traps not growing?	1096.0
2198	What different is going on in the initial stage of a cyclic ketogenic diet than after each 'carb up' weekend?	1096.0
2199	Should I drink a protein shake between workouts or at the end of them?	1096.0
2200	Dancing and the core	1096.0
2201	45lb Plate - At home workout Ideas	1095.0
2202	Trouble falling asleep after a workout at night	1094.0
2203	Exercises for building strong and well defined abs?	1093.0
2204	Why do I feel more out of shape sometimes doing the exact same workout?	1091.0
2205	One arm chin/pull-up and the lat pulldown machine	1090.0
2206	How to compensate for a brownie sundae?	1089.0
2207	Good clean bulking meals	1089.0
2208	White toes on cold sand after sport	1087.0
2209	Pyramid training - High to low or low to high	1087.0
2210	How can I avoid building a lot of muscle while gaining strength	1085.0
2211	Do the heavy squats in crossfit endurance program help with running performance	1084.0
2212	Can starting strength be morphed to fit hypertrophy purposes?	1083.0
2213	why its paining in the shoulder blade after shoulder press, how to get rid of it?	1083.0
2214	Glucose tablets before weightlifting?	1080.0
2215	Do bodybuilders lose their sex drive when they are dyhadrated and extremely low in body fat for competition?	1080.0
2216	Can hyperglycemia make one thin?	1078.0
2217	Muscles twitching during non-workout activity	1077.0
2218	Are there Home Gym/Open Source Crossfit or p90x training groups?	1077.0
2219	Can I get away with just doing pull-ups for lats?	1077.0
2220	Looking for a thorough gymnastics book	1077.0
2221	Do high protein diets pose any serious risk to health? 	1075.0
2222	"How can I make my feet ""quicker""?"	1074.0
2223	Should we do running and lifting on the same day or on different days?	1074.0
2224	Does masturbation cause muscle loss?	1071.0
2225	Improve overhead press with cleans	1069.0
2226	Exercises to recover from mild pain around the 3rd lumbar vertebrae?	1069.0
2227	I lost 5 kgs in first 3 months of gym but now i am stuck	1067.0
2228	I bench and squat way more than what I deadlift?	1066.0
2229	What rotational-strength exercise should I incorporate into my training?	1066.0
2230	Home workout exercises with minimal equipment	1063.0
2231	Adding calories when switching from a weight-loss diet to maintenance diet.	1063.0
2232	Is it okay to skip arm specific exercises?	1060.0
2233	How does a 5x5 program work on a cut?	1060.0
2234	How can you do a BMI test?	1059.0
2235	What's my GDA to lose weight?	1059.0
2236	Is there any point to these kinds of exercises to employ bone remodelling and Wolff's Law?	1058.0
2237	Do you sweat when swimming?	1058.0
2238	Will taking Vitamin D supplements harm my bodies ability to produce it itself?	1056.0
2239	"You've heard it said, ""Lift with your knees, not your back."" What in the world is a deadlift, then?"	1056.0
2240	One body part a day or multiple?	1054.0
2241	Optimum heart rate for fat loss	1051.0
2242	Is there a benefit to doing crunches over sit-ups?	1051.0
2243	Is Kris Gethin's 12 week body transformation a good program for a novice?	1048.0
2244	Protein of red and white meat	1047.0
2245	strengthing and improving flexibility in heels	1046.0
2246	Is working out a healthy alternative to combat RSI (Repetitive Stress Injuries)	1045.0
2247	How can I microload a dumbell?	1045.0
2248	What are the best types of cardio exercise for someone with bad knees?	1044.0
2249	Upper back exercise on the road	1044.0
2250	You're as big and strong as you want: how to just maintain?	1043.0
2251	General mobility help for Strong Lifts?	1041.0
2252	How well do severe under pronators cope with barefoot shoes?	1040.0
2253	Muscle hurts after HiiT session	1040.0
2254	Effects of doing many push ups, pull ups, dips?	1039.0
2255	Can adding a weight vest improve fat loss?	1038.0
2256	Intensity of daily cycling to and from work	1038.0
2257	Is eating only fruits for breakfast healthy?	1037.0
2258	Can swimming significantly help to improve vertical jump?	1036.0
2259	Cycling the day after squatting	1033.0
2260	Failure in ladder exercises - Am I misunderstanding rest periods?	1033.0
2261	Knee ligament stretches	1032.0
2262	Strengthening neck and shoulders to hold weight on my head	1032.0
2263	How can I improve my running form?	1031.0
2264	Will squats/running/etc cause knee injury when we age?	1031.0
2265	100 push-up. I went from 36 to 28 after being sick. Is it normal? How can I improve?	1030.0
2266	How to compensate swimming overload in the gym?	1029.0
2267	One muscle a day workout for skinny guys	1028.0
2268	What specific exercises can be done in a swimming pool to aid recovery after a workout?	1027.0
2269	How to lose 10 kg for a 15 year old girl	1026.0
2270	Is heavy compound lifting enough for cardio fitness?	1024.0
2271	How significant is the difference between running on a sidewalk vs a paved road?	1024.0
2272	Ideal warm up and cool down durations for weight training	1023.0
2273	Which one is best to maintain healthy body either yoga or Gym?	1023.0
2274	Best way to quickly burn sugar	1022.0
2275	Insanity workout -  first day failed diet - should I restart or not?	1021.0
2276	What are the performance benefits and drawbacks of toe socks over normal socks?	1021.0
2277	Compared to their overall strength, do women have greater lower body strength in proportion to their upper body than men do?	1021.0
2278	Does cycling tighten hamstrings?	1020.0
2279	Arm Drops During Breath Turn	1013.0
2280	Shrug the traps in Overhead Press?	1013.0
2281	Frequency of shoulder rehabilitation exercises	1012.0
2282	Mixing exercises with multiple muscle groups	1010.0
2283	Widen chest area (side)	1010.0
2284	Can Starting Strength be done by women realistically?	1010.0
2285	Does cardio on the same day as going to the gym negatively interfere with each other?	1009.0
2286	How do you find a good personal trainer?	1009.0
2287	Foods that increase Melatonin (induce sleep)	1008.0
2288	Cold Bath After Training - Recovery Techniques	1007.0
2289	What can I do to gain weight?	1007.0
2290	What Are The Symptoms of Shin Splints?	1006.0
2291	How does isometric strength relate to isotonic strength?	1006.0
2292	Wearing orthotics in lifting shoes	1005.0
2293	Questions on the effectiveness and safety of weighted pistol squats	1005.0
2294	Correct form for eccentric squats on slant board for treating patellar tendonitis	1005.0
2295	Basic anatomy for weight lifting and starting strength?	1005.0
2296	should squat weight always be over the heel?	1003.0
2297	How do I get over my fear of sport after experiencing (witnessing) an injury?	1001.0
2298	"""Negative"" Calorie Foods to Renew Energy"	1000.0
2299	Nutrition: I consume about 250g of maltodextrin daily. Possible negative effects?	998.0
2300	Average speed of the general population over uneven ground	998.0
2301	Is sitting all day in anyway related to butt size?	998.0
2302	Running out of energy before feeling muscle stress	997.0
2303	Half pull up for the Lats	996.0
2304	Why are push-ups and sit-ups so common?	996.0
2305	Push Ups vs Dumbbell	995.0
2306	Is Zumba Fitness 2 (Wii) an accurate representation of Zumba?	995.0
2307	Leaving Bodybuilding after some years may cause bulging of the body?	993.0
2308	Should I reboot Starting Strength program, to get better results?	993.0
2309	Tips on un-racking weights for bench press	993.0
2310	Are Body proportions Charts Realistic?	990.0
2311	How do you know your overall strength/lifting level?	989.0
2312	Leg curl (hamstrings) machine - legs wide or narrow? Or both?	986.0
2313	How far should one stretch when doing yoga?	985.0
2314	Is there permanent damage done when exercising through cramps?	985.0
2315	How many estimated percentage of my weight that I lift while doing elevated push ups	984.0
2316	Training for Half/Full Marathon on Treadmill	984.0
2317	I am overweight and need to reduce?	983.0
2318	Shape up body with heavy weights or light weights	978.0
2319	Fat loss, I am stalling at 200lbs	977.0
2320	Stability shoes causes pain when running	976.0
2321	Strict weight watchers adherence and regular, varied exercise not achieving results	974.0
2322	How much carrot juice should I drink to get orange?	974.0
2323	Are there reasons you shouldn't do plyometrics workouts barefoot?	973.0
2324	Upper thigh pain caused by running?	973.0
2325	Why is there a vein on my left bicep but not one on my right bicep?	972.0
2326	Total Gym To Get A Ripped Body	972.0
2327	Regaining lost strength and muscles	971.0
2328	Pain in upper chest and upper back, what can i do?	968.0
2329	How to win in an arm wrestling?	967.0
2330	Lower back pain during heavy squats	966.0
2331	Are there any dumbbell exercises equivalent to the basic squat?	966.0
2332	What's proper head/torso motion for overhead barbell press?	965.0
2333	What are the dangers of starting cardio as an overweight 25 year old male?	963.0
2334	Why do my legs begin to itch during my running warm up?	963.0
2335	Diet on Starting Strength - Should I eat the same on my rest days as on my workout days?	963.0
2336	How much harder is it to burn calories in hot weather?	961.0
2337	When does one choose the 33lb bar vs 45lb bar?	960.0
2338	Lifting limits guide for different exercises?	960.0
2339	BODY by SCIENCE - THE BIG 5 WORKOUT for home	958.0
2340	No gain after 4 months of continuous excercise	957.0
2341	Is it okay to lift weights daily?	957.0
2342	Improve my bouldering performance on a budget	957.0
2343	Low-tech grip strength exercises	954.0
2344	How to strengthen *very gently* your grip in order to safely perform chin-ups? Are wrist wraps good?	953.0
2345	Difference between 'Bulgarian Split Squat' and 'Split Squat'	952.0
2346	How do I fix my Power Clean?	952.0
2347	Indoor jump rope as a temporary suplement for long distance running?	951.0
2348	Foot pain during all exercise - HIIT alternatives?	951.0
2349	Push-ups: All at once or spread across the day?	950.0
2350	Working out 5 days a week when following strengthening routines	950.0
2351	Alternatives to CTL, ATL and TRIMP for running?	950.0
2352	How is the Bulgarian Method so effective?	947.0
2353	Can i start exercising two months before my marriage?	943.0
2354	Foods with optimal amino acid profile?	943.0
2355	Do you still gain muscle even if you do less reps than last time?	943.0
2356	How often can I perform high intensity interval training per day?	943.0
2357	Can we do swiming and bodybuilding in the same day	943.0
2358	How to finish this workout routine for strength & aesthetics?	942.0
2359	How to workout around a tight Levator Scapulae	941.0
2360	800-Calorie Diet	940.0
2361	When does plank during stop working for aesthetic purposes?	939.0
2362	Running with an anal abscess	939.0
2363	What is the basis behind Push-Pull-Legs routines?	938.0
2364	What is the correct plan to transition from normal to handstand push-ups?	936.0
2365	Why is the single leg deadlift stiff-legged?	936.0
2366	Should a post-workout protein shake count in my macros?	935.0
2367	How does solubility of whey protein correlate to its effectiveness?	935.0
2368	Are there Common Dumbbell and Barbell Diameters?	932.0
2369	How to follow up TRX suspension training workout?	930.0
2370	What is the benefit of eating excess calories when strength training?	930.0
2371	why the sides of the waist hurt when running?	929.0
2372	What damage is possible due to hyperextension?	928.0
2373	Weight training starter,can not do chin up.	927.0
2374	"What is the purpose of ""light"" days in a lifting routine"	926.0
2375	Is there a difference between the benefits from extra sets or extra reps?	925.0
2376	How do i fulfill my protein requirements without taking protein powders?	924.0
2377	Right biceps is bigger than left biceps!	924.0
2378	Stretches that are good for stiff neck and shoulders?	922.0
2379	Home Calve Exercises	919.0
2380	What are the advantages and disadvantages to doing higher rep squats?	918.0
2381	Muscles shake irregularly during workout?	918.0
2382	How much running is enough?	918.0
2383	Train for strength or hypertrophy?	918.0
2384	How does gluten-free differ from low carb diets (primal, paleo, etc)?	916.0
2385	Can walking fast help run fast?	916.0
2386	How to choose a running shoe when you weigh 80-85kg?	916.0
2387	Useful exercises to increase agility/responsiveness for team sports	914.0
2388	Is Paleo A good marathon training diet?	913.0
2389	Is egg white powder a good alternative to whey protein?	912.0
2390	Power rack outside / 5x5 workout during winter	910.0
2391	How much protein per muscle mass?	909.0
2392	How should I transition into minimalist running shoes?	909.0
2393	How to build a decent muscular ripped physique at home by using only bodyweight exercises?	909.0
2394	Cold kidneys after exercise	908.0
2395	Would deloading for a month in order to help fix my lifting form ultimately detrain me?	906.0
2396	Seeking a barbell/dumbbell workout for a very small room	905.0
2397	Can I gain weight using diet, running and resistance training?	905.0
2398	How can I change my diet and exercise routine to look like Daniel Craig?	902.0
2399	How to replenish only electrolytes during long distance running	901.0
2400	How can I improve my speed and precision when playing football (soccer)?	901.0
2401	Started weight training, but cannot see progress	901.0
2402	First week at gym, am I doing right?	899.0
2403	Playing volleyball and muscle building	897.0
2404	Training exercises to increase speed and strength	896.0
2405	Why can't I lift the same heavy weight as last time for the first reps	895.0
2406	Burning calories: Using elliptical type equipment	895.0
2407	Breathe with mouth open while jogging and running?	894.0
2408	Effective warm-up before weight lifting circuit	894.0
2409	Why do we ice after strenuous exercise?	894.0
2410	What kind of indoor exercises are recommended for getting rid of stress and depression?	893.0
2411	What lifting is best for discus training?	892.0
2412	Muscles fibres, hypertrophy and energy systems	892.0
2413	doing planks for abdominals training	891.0
2414	Improving my Bench Press - what muscles are used during what phase?	891.0
2415	Stretches to help recovery after weight lifting	890.0
2416	What style earphone is most appropriate for jogging and running?	889.0
2417	What is the effect of alcohol on the body?	889.0
2418	Does afternoon napping help?	888.0
2419	Is it normal to crave for lemons after running	888.0
2420	Effect of muscular excercise on height growth	887.0
2421	What differences in the muscle structure can be seen when trained for Strength vs Hypertrophy vs Endurance?	884.0
2422	What can be the negative effects associated with an overtrained, overdeveloped back?	884.0
2423	Best strength exercises for arm wrestling	883.0
2424	Swim cap for men's long hair	882.0
2425	should a white-muscle-fiber guy do the same type of workout as a red-fibre-muscle guy?	882.0
2426	heavy squats burn 9000 calories?	880.0
2427	Different types of pectoral machines	880.0
2428	why one leg soleus muscle can be bigger than the other leg?	879.0
2429	Is stretching cold muscles before cycling harmful?	878.0
2430	Correct form and technique in single leg db deadlifts in detail	878.0
2431	Critique of my prep for a bikini competition	878.0
2432	Recommended workout duration vs working out with a partner	877.0
2433	Is an elliptical trainer good for rehab after metatarsal fracture?	876.0
2434	Squats with the Smith Machine	876.0
2435	How to increase push ups	876.0
2436	Why does my girlfriend get sleepy during exercise?	875.0
2437	In a bench press, are there any tricks for determining which muscles are the weakest?	875.0
2438	What is a good way to dry out extra fat after extensive muscle training program?	875.0
2439	Ketogenic diet , side effects and precautions	874.0
2440	How do you properly 'focus' on one or two muscle groups?	873.0
2441	What is the suggested starting weight for The Greyskull Linear Progression?	873.0
2442	Fixing a disproportionately weak squat	872.0
2443	I'm kind of new to this creatine protein stuff, and need help	870.0
2444	Weightlifting with only one set of weights	869.0
2445	Mid-back pain after front lever exercises	869.0
2446	Does BMI really matter?	868.0
2447	Is it better to take protein supplements before or after a workout?	868.0
2448	Is 15% grade/incline on the treadmill the same as on a road?	866.0
2449	RDL vs Stiff Deadlift	862.0
2450	Experience and references about intermittent fasting	861.0
2451	Is it safe to run with thunder storms overhead in an overcast sky when you live near saltwater?	861.0
2452	Compound exercise routine using dumbell	861.0
2453	How to make cardio less of a chore	860.0
2454	Buying barbell / rack	859.0
2455	Rope climbing gymnastic tricks -- what are they called?	858.0
2456	Do muscles discriminate against the type of micro-tear?	856.0
2457	Good breakfast to regain concentration and energy after a morning workout?	856.0
2458	Thumbs up push ups muscles worked	856.0
2459	Is walking a warm up?	852.0
2460	What sort of stretching routines, if any, should be included in the Starting Strength program?	852.0
2461	Do fit or muscular people age better?	852.0
2462	Isometric deadlifts instead of barbell deadlifts	852.0
2463	Smaller and quiet alternative of a tire of sledgehammer workout	851.0
2464	How to find active training partners through Endomondo?	851.0
2465	Should I continue taking creatine when on a long break from training?	850.0
2466	Correct position on an upright exercise bike?	850.0
2467	Slow Pulse Question	850.0
2468	Should milk be completely avoided during weight-loss work-outs?	849.0
2469	Do starting strength twice a week instead of three?	846.0
2470	How to deal with aggressive knurling?	845.0
2471	How many calories are burned doing Starting Strength, Stronglifts, or equivalent?	845.0
2472	Help with getting over plateau?-weighted pull ups	842.0
2473	Is aqua sprinting a good replacement for track sessions whilst injured?	842.0
2474	Weight loss/gain around rib cage (women)	842.0
2475	Carrying 10kg while doing cardio	841.0
2476	Why does a closed width bench press hurt more than a wide width bench press?	840.0
2477	No such thing as a hardgainer?	839.0
2478	Gaining strength at constant body weight vs bulking up followed by losing weight	838.0
2479	Become strong without spending money	837.0
2480	How to run down a steep hill	836.0
2481	Standing up suddenly causes tunnel vision?	835.0
2482	Is flax seed (milled or raw) an appropriate after-workout protein?	835.0
2483	At what frequency should I increase weight?	834.0
2484	Incline or Flat Bench First? Dumbbell or Barbell First? Why?	833.0
2485	Where did the idea that we should eat three times a day come from? Under what authority do most people follow this advice?	831.0
2486	Bulking up a (relatively) small chest	829.0
2487	how much I can improve in 3 months	828.0
2488	Strength Training Suggestions for Long Distance Running	826.0
2489	Incorporating kettlebell exercises into an existing workout plan	826.0
2490	Crunches before or after sit-ups?	826.0
2491	Why parallettes have small height?	824.0
2492	Nombres standard de ejercicios fisicos de gimnasio	824.0
2493	Do explosive movements necessarily lead to injury over time?	824.0
2494	Best way to ease back into body building routine after a long break	823.0
2495	Very big strain on lungs/breathing when doing cardio exercise	822.0
2496	Which Muscle Groups to Work Out Together	821.0
2497	Dumbbell weight training for distance running	821.0
2498	What are some early signs of loose skin when trying to lose weight?	820.0
2499	What is the equivalent of a 20 minutes hiit session in minutes of cardio?	820.0
2500	Leg extension machine: Calculate calories burned and watt	818.0
2501	one arm dumbell bent over row - is it a complete exercise for the back?	818.0
2502	Why doesn't stretching feel good?	817.0
2503	Can less exercise give better results?	816.0
2504	Keeping my metabolism high	814.0
2505	Bilateral vs single leg squats	814.0
2506	How safe is High Intensity Interval Training?	814.0
2507	What kind of exercises can I do at home with no equipment?	812.0
2508	Is my heart rate too high to run?	812.0
2509	What is behind the (apparently) recent kettlebell craze?	812.0
2510	Is it true that the body gets used to diet and exercise after a while and stops responding?	812.0
2511	Does weight loss and exercise make back pain go away?	809.0
2512	8 hours continous sleep but thirsty, or good hydration but sleep interrupted?	806.0
2513	What is core training and who should be doing it?	806.0
2514	Will building up running reduce knee pain	805.0
2515	Do abdominal vacuum exercises reduce the belly?	804.0
2516	Training for Pro-Soccer Tryouts	804.0
2517	how to distribute protein intake throughout the day	804.0
2518	What is the least damaging way to eat unhealthy food?	802.0
2519	Sleeplessness after exercise	801.0
2520	Do handstand push-ups hit all the three shoulder heads?	801.0
2521	Post-Running Foot Pain	801.0
2522	Can you overuse a foam roller?	801.0
2523	Why doesn't the PACER Test go beyond 247 laps?	801.0
2524	Avoiding hernia	800.0
2525	What kind of feet do I have?	800.0
2526	Are there stretches or exercises that promote knee strength and prevent injury?	799.0
2527	Sore head during planking?	798.0
2528	What are the advantages and disadvantages of using a thinner yoga mat?	797.0
2529	"Is having a ""normal"" BMI a healthy target?"	796.0
2530	barbell squat wrist problems	796.0
2531	How long warm-up before gripper training?	795.0
2532	Is it possible to bulk up and reduce belly fat at the same time?	794.0
2533	Gyming does not add bulk to my body, it only puts my body into good shape	794.0
2534	The best workout for defining muscles	794.0
2535	Metabolic Equations for Anaerobic Exercise?	794.0
2536	How to improve symmetry in both strength and size	794.0
2537	Exercises that don't involve forearms	792.0
2538	Naturally increasing my Metabolism	792.0
2539	Help me adjust the GDA for my BMR to lose weight	791.0
2540	How to choose between single set or double set?	790.0
2541	Can some people just not exercise very much? Do some people become overtrained at typical levels of exercise?	789.0
2542	Knee pain after jogging on an inclined pavement	786.0
2543	lying Leg raises, hand under head	784.0
2544	Adding weight to one leg squats	783.0
2545	Is doing push-ups every day healthy?	783.0
2546	Working out when tired	780.0
2547	Fingers for intensive sports requiring hands a lot? Recoving from ulnar claw?	779.0
2548	How to safely approach the lotus position for someone with tight hips?	779.0
2549	Cat -Cow Stretch	777.0
2550	High testosterone, but can't get muscular or ripped easily?	775.0
2551	How often should one take breaks when lifting weights for muscle size gain?	774.0
2552	Critique my SL + Greyskull hybrid	773.0
2553	What should I be concerened about healthwise with a fast metabolism?	773.0
2554	What are the exercises that increases Stamina and Endurance of the body?	773.0
2555	Why are there so many exercises in bodybuilder workouts?	773.0
2556	What are the main types of running shoes and which should I select?	773.0
2557	If you can run short distance fast then can it be extended for longer distances without dropping off?	772.0
2558	What is a safe distance for a barefoot running on asphalt?	772.0
2559	Mike Mentzer, Heavy duty	771.0
2560	Lose weight: run small everyday or long once in a week?	771.0
2561	What effects will cycling for 60 minutes a day have on my body?	771.0
2562	Can StrongLifts be modified to be just as effective with light weight?	771.0
2563	What is the difference between a turtle freezes and a peacock pose?	769.0
2564	Any way to help muscles grow during rest, besides food (protein etc.)?	768.0
2565	How to properly stretch muscles in neck	768.0
2566	Form Check on Squats: Elbow Tension	766.0
2567	squats and alignment of knees	765.0
2568	Can I passively do anything to fix an anterior pelvic tilt?	764.0
2569	Bear crawls - Correct motions	763.0
2570	Is shakeology worth the price	762.0
2571	Is it right that working out before 18-20 may stop growth	761.0
2572	How much can the 95th Percentile lift without overly exerting themselves?	760.0
2573	How long to wait between reps?	759.0
2574	How to get stronger (mostly upper body)?	758.0
2575	How and what to drink for 30 min to 1 hour runs, avoiding the marketing hype	755.0
2576	Is my workout plan good ? (16 year old male)	755.0
2577	Beginner full body routine without squats	755.0
2578	Clicking and clicking noise with bench presses	754.0
2579	Active minutes on Flex	752.0
2580	Will taking MassGainer and Creatine risk damage to my body in long run?	751.0
2581	How to design a running program and diet plan for losing fat in a healthy manner?	751.0
2582	Plank Progressions	751.0
2583	Which sport is much better as in burning fat faster without making muscles?	751.0
2584	Training your forearms with weights?	751.0
2585	Pilates: Trouble sitting with legs straight. How should I adapt the exercises?	750.0
2586	Arms too long to snatch properly	749.0
2587	Does having long pauses (several hours vs minutes) between weight lifting sets reduce or improve the exercise results?	748.0
2588	Can you build size and strength at the same time/together efficiently?	748.0
2589	I can swim a lot of breaststroke, but not freestyle. Why?	748.0
2590	Ways to reduce rest time between lifting sets?	747.0
2591	How to compensate for elevation gains in a road bike challenge?	747.0
2592	Is it not worth it to go for a workout over 1.5 hours?	746.0
2593	One set weight lifting?	746.0
2594	Diet/Weight gain for Skinny guy with belly	745.0
2595	Is 20 minutes of HIIT cardio on a stationary bike going to kill recovery on 5/3/1 + Trimuvirate?	745.0
2596	Is hypoventilation training bad for health?	743.0
2597	If a protein is used for muscle repair, does it still offer 4 calories?	743.0
2598	5/3/1 Assistance work for deadlift and OHP	742.0
2599	How to build cannonball delts without using roids?	742.0
2600	How celebrities can shed/gain so much of fat in such short time and abstinence?	742.0
2601	How to avoid Creatine dependence?	742.0
2602	How to warm up for sprinting	741.0
2603	Best way of eating after exercise for reducing belly fat	741.0
2604	How can I ensure I am working the muscles in each leg equally?	741.0
2605	Can a two weeks pause have a positive impact on strength training?	740.0
2606	How much am I undercutting gains if I slack on protein?	740.0
2607	Are squats necessary to reduce body weight?	739.0
2608	"How to choose ""Neutral shoes"" for long distance endurance running?"	739.0
2609	"Core training on ""rest"" days"	738.0
2610	Why does the body burn muscles instead of fat in a calorie deficit body?	738.0
2611	Fatigued triceps in freestyle swimming	737.0
2612	Workout Suggestions for a 260lbs person that wont cause serious injury on the joints	737.0
2613	5000 Calories to build muscle? Or to bulk?	736.0
2614	What's the best way for an intermediate-level runner to improve?	736.0
2615	How to avoid cramps during beach volleyball tournament (extreme hot weather)	736.0
2616	Should maintaining neutral sitting posture be tiring for someone trying to fix anterior pelvic tilt?	736.0
2617	Increasing Carrying Capacity	736.0
2618	Does it matter when during the day carb intake occurs?	736.0
2619	Any solid reasoning behind the fitness regime: 1 set, as many reps as possible?	734.0
2620	Spinal compression in abmat situps compared to standard situps and other ab exercises	734.0
2621	Impact of weekly collossal cheat days	734.0
2622	How to find a weight lifting coach?	733.0
2623	How much more weight can you hold with chalked hands?	731.0
2624	What should I look for in knee friendly running shoes?	731.0
2625	Max heart rate over 190 at 51	730.0
2626	Which one adds to our body fat - carb or fatty foods?	730.0
2627	Gym effect at evening	729.0
2628	Eating fruit before, during and after meals	729.0
2629	Why is the order of exercise routines important?	728.0
2630	What exercises can I do to improve the muscles supporting the thoracic spine?	728.0
2631	"Music ""slows down"" during heavy lift?"	728.0
2632	I am 15 years old and I'm thin. I want to gain weight and muscles	728.0
2633	What are the best ways for a beginner to ease into running?	728.0
2634	"Is ""Why We Get Fat: And What to Do About It"" thesis correct?"	727.0
2635	What should I eat before/after a workout?	726.0
2636	Should I run a marathon without training for it if I'm training for half-marathon?	724.0
2637	kickbox aerobics: want to make higher roundhouse kicks	721.0
2638	Can bone thickness be increase through exercise in adulthood?	721.0
2639	How many eggs is acceptable to be eaten for a day?	721.0
2640	When do you recommend using a belt for deadlifts?	720.0
2641	"What does it mean to ""isometrically contract"" some muscles?"	720.0
2642	How to improve left hand grip strength?	719.0
2643	increasing muscle size / mass and protein intake	718.0
2644	climbing 8 floor stairs daily is it a good practice	718.0
2645	How can I tell the difference between good carbs and bad carbs?	718.0
2646	How does my resting heart rate influence my target heart rate?	717.0
2647	What are the benefits or drawbacks of full sit ups vs crunches?	717.0
2648	Stronglifts 5x5: Is it that important to keep a ratio of different weights lifted in different exercises?	717.0
2649	How do I get perfect chest shape for men?	715.0
2650	Where can I go to research the Glycemic index of specific foods	715.0
2651	Is cycling significantly better for knees compared to running?	715.0
2652	Weight-lifting with unbalanced loads	714.0
2653	Should my wrists have the pressure on them when I benchpress?	714.0
2654	Severe Muscle cramp during abdomen crunch	714.0
2655	Is it possible to become relatively fit without going for runs?	714.0
2656	How to get started with exercising without any previous experience?	714.0
2657	Cardio / HIIT with a collapsed arch	713.0
2658	Long overtraining - What is the solution and how much time is needed to recover?	713.0
2659	Chest workouts without pull-ups or bench-presses	712.0
2660	How do I get my legs higher for a kong?	710.0
2661	Plan for 120 km bicycle race	710.0
2662	Eat more or less to lose fat and gain muscle	710.0
2663	Any exercises to strengthen and lift foot arches?	709.0
2664	How do I arrange a beginner calisthenics workout and rest schedule?	708.0
2665	What is the etiquette for sharing a power rack?	707.0
2666	Wrist Wraps on both wrists?	707.0
2667	Coconut milk or normal skim milk?	706.0
2668	Running speed versus running power - is there a difference?	706.0
2669	Why is my belly fat so loose/watery/un-rigid?	705.0
2670	Swimming for Fat burn	704.0
2671	Eating more and still losing weight	703.0
2672	Can you overtrain?	702.0
2673	How can i burn fat without losing weight?	701.0
2674	What happens to your muscles when you stop working out for several years?	701.0
2675	Best Exercise For V-Shape Without Weights	701.0
2676	Outdoor gyms equipment/machines	701.0
2677	Is it Necessary to Make Noise While Deadlifting Or Wear A Belt	700.0
2678	Which personal trainer certifications are most respected?	700.0
2679	How do I know what a good resting heart rate is?	700.0
2680	grams of protein vs calorie intake	700.0
2681	passing out when holding breath	700.0
2682	How often should I go bouldering (including a little core strength training)	699.0
2683	How to Rehab a Bicep Tear	698.0
2684	How can I best recover for a second strength workout on the same day?	698.0
2685	Workout plan for a lazy person	698.0
2686	Ankle tiredness	698.0
2687	Difference between wide-grip lat pull-downs and wide-grip pull-ups	698.0
2688	Weight loss vs. running speed	697.0
2689	Slight uneven forearms	697.0
2690	Can't get my heart rate above 90bpm	696.0
2691	3 day split workout + running between workout days?	695.0
2692	When to do conditioning while on Wendler's full body routine?	695.0
2693	How do I avoid secondary carnitine deficiency related to Valproate Acid treatment?	694.0
2694	How to properly use Guideline Daily Amounts for determining my calorie consumption?	694.0
2695	Can't swim, even after a semester's worth of swimming classes, practice, and personal training,	694.0
2696	Stronglifts 5x5: Start in deficit and move to surplus when reaching 5RM on lifts	694.0
2697	Getting back in shape after being bedridden for 4 months	694.0
2698	Weight loss on a vegan diet	693.0
2699	Does the temperature of the water, while taking a shower after cardio, matters?	693.0
2700	A 2900-3200 Calories/Day Plan for Weight Loss?	693.0
2701	Theory and meaning of the Wilks score?	693.0
2702	Would Tabata be any good on a stationary bike?	693.0
2703	Week without a gym, what instead?	693.0
2704	Is having a cold shower right after squatting a risk to the health?	692.0
2705	Resume training for a marathon after forced break, one month left, recommend a plan	692.0
2706	Is it dangerous to run fast on the treadmill?	692.0
2707	How much more cardio for fat loss?	692.0
2708	What is considered a healthy weight loss and body fat decrease?	692.0
2709	what is causing knee pain after squats?	691.0
2710	help me adapt the bizzy diet to my needs	690.0
2711	Whats the ideal temperature for running in high humidity?	690.0
